parameter1,parameter2,parameter3,parameter4,output
631,202,104,465,1402
606,596,92,785,2079
973,671,230,145,2019
31,138,297,933,1399
17,829,99,565,1510
584,744,19,181,1528
548,156,53,499,1256
134,835,487,795,2251
262,568,582,316,1728
876,786,135,379,2176
549,95,118,495,1257
270,840,860,157,2127
213,909,339,278,1739
83,847,939,558,2427
673,19,858,480,2030
876,736,613,88,2313
526,249,972,451,2198
828,487,632,716,2663
545,411,728,651,2335
855,678,54,281,1868
304,404,176,34,918
778,275,512,499,2064
360,508,364,265,1497
970,49,603,993,2615
234,707,691,203,1835
58,716,911,756,2441
667,210,705,4,1586
518,43,848,928,2337
341,693,516,562,2112
609,652,685,470,2416
665,715,52,215,1647
386,869,671,777,2703
243,285,318,121,967
303,226,506,584,1619
819,126,318,658,1921
615,722,145,629,2111
76,595,876,522,2069
6,191,966,0,1163
924,45,0,655,1624
951,340,628,187,2106
163,740,935,508,2346
798,844,447,857,2946
900,482,867,406,2655
413,818,121,891,2243
219,47,179,178,623
705,313,905,259,2182
944,47,385,970,2346
759,96,814,60,1729
432,769,968,802,2971
458,38,912,475,1883
873,859,479,653,2864
901,11,944,896,2752
372,835,323,159,1689
926,999,763,589,3277
856,32,942,537,2367
91,304,78,351,824
841,963,767,89,2660
44,427,637,429,1537
8,403,172,967,1550
136,992,403,858,2389
39,195,431,425,1090
398,653,644,691,2386
638,484,750,704,2576
803,196,473,770,2242
835,542,522,158,2057
467,295,702,915,2379
313,323,642,797,2075
265,401,101,967,1734
919,30,470,456,1875
382,873,461,345,2061
444,241,334,437,1456
380,896,581,44,1901
30,770,971,736,2507
858,660,736,411,2665
620,745,542,733,2640
323,236,450,341,1350
320,161,762,850,2093
321,706,80,284,1391
222,307,807,722,2058
472,119,982,770,2343
635,690,943,563,2831
649,673,913,774,3009
397,41,937,369,1744
259,512,503,362,1636
619,295,654,358,1926
447,357,145,811,1760
918,343,105,728,2094
700,12,24,679,1415
643,768,257,230,1898
853,176,408,856,2293
822,188,863,64,1937
340,754,879,534,2507
169,481,926,515,2091
346,183,195,530,1254
30,530,626,879,2065
21,295,877,91,1284
495,605,308,754,2162
785,340,670,51,1846
681,647,435,794,2557
675,148,987,988,2798
258,686,864,742,2550
766,939,470,151,2326
350,135,102,844,1431
95,823,114,525,1557
181,197,574,649,1601
475,391,418,97,1381
893,85,544,785,2307
680,141,595,723,2139
576,466,378,932,2352
469,541,997,702,2709
243,778,798,604,2423
76,364,477,747,1664
646,574,857,614,2691
565,719,857,73,2214
444,442,819,594,2299
242,425,447,607,1721
356,563,309,246,1474
772,472,961,815,3020
381,865,516,962,2724
856,53,481,570,1960
772,239,805,103,1919
918,556,236,971,2681
620,183,976,903,2682
838,219,286,876,2219
368,579,52,399,1398
526,608,282,103,1519
187,448,920,38,1593
299,379,18,228,924
290,221,497,392,1400
920,588,597,131,2236
833,291,816,165,2105
792,833,190,353,2168
366,223,864,613,2066
665,893,590,454,2602
733,997,688,584,3002
629,11,368,59,1067
607,624,507,1,1739
156,134,164,702,1156
958,556,396,241,2151
620,777,611,955,2963
302,102,17,585,1006
642,665,372,515,2194
825,845,965,786,3421
298,243,108,902,1551
960,289,674,859,2782
653,216,986,609,2464
530,948,332,820,2630
183,736,266,759,1944
617,396,449,651,2113
874,977,703,19,2573
122,444,440,515,1521
96,567,332,37,1032
308,335,388,270,1301
555,539,774,98,1966
474,220,471,376,1541
432,459,332,584,1807
556,263,832,979,2630
902,531,21,688,2142
788,224,669,588,2269
598,653,377,180,1808
1000,748,223,696,2667
336,576,604,61,1577
82,580,614,697,1973
166,589,95,251,1101
751,481,225,404,1861
22,341,6,688,1057
358,792,901,787,2838
731,74,901,338,2044
504,45,136,135,820
411,210,231,340,1192
508,750,357,731,2346
128,714,34,604,1480
995,184,8,922,2109
119,266,242,863,1490
346,672,653,112,1783
200,736,88,324,1348
869,288,108,671,1936
413,919,47,496,1875
593,398,423,350,1764
114,270,302,791,1477
600,26,320,811,1757
28,6,834,909,1777
447,917,881,778,3023
125,728,462,511,1826
727,970,858,317,2872
867,405,768,667,2707
611,721,412,341,2085
552,239,271,18,1080
5,996,843,158,2002
689,628,308,701,2326
293,904,910,58,2165
135,256,37,805,1233
978,864,579,746,3167
877,317,48,545,1787
435,34,270,554,1293
168,78,860,687,1793
688,733,790,762,2973
644,0,379,166,1189
930,199,707,382,2218
262,757,634,874,2527
405,232,156,380,1173
513,196,195,950,1854
992,563,803,290,2648
590,434,834,134,1992
815,558,770,189,2332
863,811,287,855,2816
486,735,715,701,2637
176,383,871,853,2283
484,707,711,734,2636
123,65,277,600,1065
917,774,801,817,3309
801,682,873,724,3080
655,34,2,543,1234
381,315,533,309,1538
717,256,589,362,1924
534,608,853,408,2403
744,834,370,896,2844
509,669,11,578,1767
383,157,203,924,1667
426,734,645,245,2050
459,955,885,943,3242
334,189,864,461,1848
889,753,800,203,2645
385,931,636,981,2933
126,440,354,424,1344
919,335,531,273,2058
220,157,125,986,1488
332,336,516,345,1529
392,98,434,858,1782
743,971,874,408,2996
165,19,805,647,1636
360,958,49,197,1564
413,447,885,114,1859
610,102,887,946,2545
755,807,882,818,3262
910,437,421,494,2262
82,94,107,48,331
930,181,74,945,2130
838,349,76,590,1853
129,394,127,197,847
737,750,643,850,2980
485,961,962,89,2497
504,21,600,222,1347
846,432,231,195,1704
689,917,698,158,2462
135,177,205,440,957
345,543,449,720,2057
2,545,803,163,1513
846,464,49,59,1418
302,103,251,927,1583
862,276,949,835,2922
224,11,488,307,1030
650,936,676,87,2349
926,806,463,948,3143
541,596,946,901,2984
376,863,974,753,2966
419,846,817,124,2206
233,70,442,540,1285
590,302,287,98,1277
59,713,841,469,2082
377,685,888,986,2936
268,400,535,856,2059
129,584,447,533,1693
498,494,245,827,2064
992,774,817,915,3498
271,883,904,816,2874
654,350,115,579,1698
179,456,432,62,1129
173,209,82,814,1278
292,847,892,874,2905
105,725,126,740,1696
743,107,71,115,1036
616,764,932,851,3163
471,463,250,980,2164
216,230,88,911,1445
274,522,411,613,1820
568,489,390,680,2127
540,760,77,720,2097
465,432,735,112,1744
777,155,703,981,2616
806,510,289,204,1809
337,142,93,584,1156
572,664,232,917,2385
482,393,266,38,1179
88,130,660,476,1354
215,434,101,534,1284
854,613,185,7,1659
652,692,28,72,1444
706,244,327,837,2114
753,621,58,213,1645
82,811,989,299,2181
841,476,910,599,2826
245,174,139,650,1208
88,3,425,862,1378
256,4,819,756,1835
498,412,108,241,1259
904,624,211,164,1903
785,712,176,54,1727
537,63,37,718,1355
480,822,478,332,2112
746,389,721,754,2610
275,56,18,33,382
440,744,859,978,3021
712,599,736,576,2623
426,975,648,287,2336
218,860,667,40,1785
812,564,54,23,1453
670,328,79,992,2069
830,838,594,876,3138
108,685,146,615,1554
55,431,826,414,1726
115,17,816,125,1073
274,568,219,945,2006
946,711,327,13,1997
376,688,977,677,2718
258,286,989,632,2165
750,909,90,991,2740
6,300,385,443,1134
326,227,278,959,1790
371,266,258,11,906
95,56,988,994,2133
751,248,286,886,2171
706,792,342,549,2389
312,927,615,357,2211
433,471,50,162,1116
72,581,306,213,1172
474,96,77,733,1380
981,825,278,154,2238
655,851,798,199,2503
188,921,397,308,1814
145,82,905,97,1229
148,761,18,893,1820
945,441,418,249,2053
804,2,794,197,1797
489,723,639,837,2688
820,876,871,278,2845
94,634,369,837,1934
1,113,108,699,921
442,143,529,133,1247
516,531,532,471,2050
802,47,252,74,1175
922,205,104,118,1349
43,65,180,450,738
114,799,451,939,2303
860,472,315,124,1771
989,25,155,578,1747
497,582,899,37,2015
551,422,309,270,1552
828,692,23,636,2179
241,536,690,780,2247
596,871,425,469,2361
597,622,196,847,2262
686,616,261,906,2469
313,809,966,444,2532
443,969,486,845,2743
351,769,341,208,1669
582,945,679,444,2650
511,949,991,669,3120
96,601,573,772,2042
666,165,995,553,2379
334,741,662,569,2306
902,701,852,987,3442
181,223,866,154,1424
385,131,595,639,1750
450,147,174,214,985
331,337,663,597,1928
949,963,271,466,2649
599,937,917,43,2496
639,252,331,594,1816
904,254,240,13,1411
127,226,912,872,2137
432,596,339,415,1782
715,757,866,741,3079
845,920,446,656,2867
838,409,703,601,2551
753,848,150,311,2062
303,111,848,389,1651
743,420,857,684,2704
686,431,275,858,2250
753,195,178,83,1209
934,866,503,109,2412
163,421,474,353,1411
253,23,925,530,1731
414,124,219,396,1153
406,370,991,61,1828
317,164,430,93,1004
552,435,344,373,1704
514,641,16,959,2130
731,477,952,346,2506
552,398,76,188,1214
939,135,372,668,2114
300,678,579,380,1937
557,281,609,636,2083
7,630,901,296,1834
884,635,908,248,2675
229,486,351,341,1407
83,768,599,974,2424
227,720,389,973,2309
996,455,46,295,1792
144,48,280,276,748
414,727,169,710,2020
289,670,428,367,1754
214,866,876,227,2183
544,1000,584,299,2427
812,346,486,777,2421
841,44,352,403,1640
596,779,880,501,2756
537,615,387,449,1988
245,932,840,139,2156
488,496,73,736,1793
50,883,951,41,1925
74,654,470,868,2066
915,703,906,600,3124
237,575,438,198,1448
572,113,409,858,1952
214,662,634,274,1784
417,671,191,955,2234
480,858,962,110,2410
999,676,15,416,2106
309,130,756,392,1587
409,566,319,292,1586
675,332,982,19,2008
595,264,821,610,2290
151,132,901,607,1791
161,193,928,193,1475
850,689,434,58,2031
842,97,759,976,2674
905,822,29,61,1817
378,256,445,852,1931
620,367,117,819,1923
446,669,767,590,2472
747,809,758,28,2342
573,258,467,943,2241
702,532,853,38,2125
280,991,779,194,2244
133,648,111,10,902
319,869,943,706,2837
1000,641,362,64,2067
363,567,674,289,1893
219,251,924,425,1819
824,614,972,386,2796
114,303,791,219,1427
876,140,472,617,2105
141,367,119,76,703
410,353,367,756,1886
793,209,916,664,2582
358,100,808,978,2244
385,630,431,648,2094
298,534,986,382,2200
454,508,918,17,1897
431,28,111,93,663
116,392,484,221,1213
342,428,453,215,1438
346,452,343,956,2097
623,144,568,601,1936
103,550,760,834,2247
831,269,84,449,1633
182,249,469,425,1325
852,701,173,429,2155
346,169,832,532,1879
226,794,672,44,1736
908,352,662,637,2559
85,439,92,162,778
28,135,946,167,1276
694,140,633,558,2025
716,658,809,876,3059
296,225,941,345,1807
873,975,935,817,3600
98,43,76,286,503
257,793,844,515,2409
473,993,111,119,1696
150,343,527,101,1121
511,769,967,677,2924
178,711,311,851,2051
271,818,897,151,2137
329,910,712,544,2495
72,166,185,505,928
205,387,629,875,2096
6,177,467,368,1018
433,67,132,343,975
212,791,746,137,1886
590,687,830,347,2454
401,24,421,443,1289
641,146,482,597,1866
554,593,877,676,2700
226,174,667,963,2030
595,882,843,503,2823
26,468,1000,245,1739
697,655,208,260,1820
824,87,506,314,1731
615,297,659,525,2096
330,856,310,742,2238
579,811,385,473,2248
311,253,47,797,1408
77,152,901,804,1934
185,200,388,856,1629
703,163,969,702,2537
178,527,676,15,1396
472,866,729,872,2939
388,234,338,881,1841
181,601,606,342,1730
768,218,523,716,2225
389,744,202,768,2103
759,859,736,307,2661
437,29,924,65,1455
290,365,327,7,989
760,869,544,560,2733
776,312,600,949,2637
792,620,575,676,2663
811,730,426,881,2848
20,213,137,186,556
874,478,530,116,1998
143,730,61,229,1163
129,192,269,361,951
614,119,3,392,1128
729,349,77,859,2014
715,813,915,309,2752
289,89,96,896,1370
937,647,737,178,2499
206,51,348,355,960
39,145,712,309,1205
418,940,254,575,2187
977,540,805,698,3020
921,73,854,430,2278
91,367,747,666,1871
804,748,88,437,2077
576,181,605,677,2039
400,471,42,483,1396
148,427,506,161,1242
886,419,959,232,2496
777,555,677,903,2912
889,941,880,652,3362
283,985,1,239,1508
169,10,49,66,294
588,48,513,292,1441
243,311,471,803,1828
951,918,890,207,2966
936,712,124,247,2019
905,339,87,701,2032
567,303,357,577,1804
965,414,667,837,2883
756,520,847,77,2200
748,416,353,99,1616
735,663,865,223,2486
360,141,960,159,1620
37,498,22,467,1024
611,609,710,245,2175
779,161,409,911,2260
369,832,889,723,2813
500,58,842,940,2340
602,65,756,379,1802
458,214,489,534,1695
69,165,824,265,1323
771,534,69,957,2331
342,34,890,144,1410
169,590,505,646,1910
45,871,792,124,1832
938,456,994,777,3165
781,289,524,104,1698
577,767,656,626,2626
159,661,798,546,2164
336,101,768,910,2115
657,379,506,484,2026
975,649,255,469,2348
708,350,160,28,1246
442,220,429,380,1471
591,951,786,725,3053
569,319,498,755,2141
280,765,705,70,1820
895,334,420,560,2209
311,875,806,827,2819
225,506,502,84,1317
94,981,565,786,2426
911,998,768,560,3237
35,799,805,483,2122
436,954,852,157,2399
421,207,591,638,1857
417,546,507,653,2123
739,215,547,605,2106
456,626,947,534,2563
878,201,922,126,2127
881,92,154,99,1226
643,189,503,34,1369
26,799,501,220,1546
852,476,612,526,2466
80,903,484,579,2046
913,473,349,925,2660
587,550,135,487,1759
941,435,950,629,2955
164,398,915,226,1703
677,801,402,264,2144
61,27,688,856,1632
671,608,223,418,1920
864,907,275,615,2661
95,860,577,289,1821
812,286,297,474,1869
153,696,538,735,2122
479,410,970,15,1874
541,735,544,487,2307
736,107,510,672,2025
835,558,925,819,3137
201,69,847,686,1803
841,732,28,835,2436
438,384,428,47,1297
609,229,299,708,1845
674,996,778,397,2845
955,805,277,843,2880
323,684,257,501,1765
564,710,641,342,2257
624,939,666,96,2325
253,289,369,520,1431
948,550,859,556,2913
588,257,687,538,2070
173,96,371,145,785
367,82,323,192,964
183,569,101,326,1179
476,183,760,650,2069
475,202,39,41,757
442,967,377,156,1942
141,405,306,636,1488
720,252,71,994,2037
703,890,625,856,3074
470,837,935,398,2640
456,84,15,950,1505
585,855,501,830,2771
822,752,268,235,2077
19,138,835,666,1658
407,55,68,489,1019
762,827,736,935,3260
129,878,638,594,2239
820,604,242,10,1676
468,928,965,762,3123
363,281,571,341,1556
204,609,647,804,2264
122,467,464,655,1708
987,983,35,853,2858
699,349,177,293,1518
455,661,274,102,1492
562,59,993,436,2050
212,632,553,971,2368
970,263,669,478,2380
402,288,423,658,1771
142,809,628,440,2019
503,301,77,595,1476
970,414,376,531,2291
87,229,911,155,1382
542,225,47,855,1669
352,683,987,666,2688
703,238,197,928,2066
851,243,310,614,2018
354,228,141,584,1307
175,957,894,723,2749
154,246,527,469,1396
700,599,422,56,1777
612,540,861,689,2702
625,732,428,989,2774
711,722,142,367,1942
799,862,524,293,2478
233,39,51,618,941
687,776,780,71,2314
222,16,804,241,1283
941,622,21,359,1943
45,415,994,5,1459
387,33,888,845,2153
837,802,609,464,2712
613,975,616,7,2211
948,385,227,692,2252
202,351,886,460,1899
122,249,743,255,1369
402,767,17,534,1720
852,256,986,530,2624
267,236,478,943,1924
326,414,913,408,2061
72,173,780,54,1079
814,131,485,837,2267
516,184,530,642,1872
397,345,360,214,1316
939,581,78,563,2161
185,155,678,231,1249
609,997,244,498,2348
934,341,869,924,3068
305,538,545,611,1999
332,745,960,860,2897
573,177,157,301,1208
607,812,956,888,3263
370,17,889,455,1731
962,124,128,384,1598
708,578,709,544,2539
220,495,280,544,1539
358,254,285,263,1160
613,246,255,688,1802
404,858,796,332,2390
267,285,499,480,1531
301,659,619,483,2062
255,738,914,248,2155
466,539,636,531,2172
250,38,306,382,976
612,827,283,683,2405
121,503,299,470,1393
138,520,591,286,1535
470,913,413,734,2530
584,5,538,931,2058
909,478,669,43,2099
518,583,393,164,1658
874,317,448,50,1689
180,7,403,981,1571
953,418,4,39,1414
383,307,589,406,1685
224,46,921,286,1477
187,842,618,855,2502
323,185,153,516,1177
398,436,395,188,1417
980,59,982,248,2269
37,844,957,788,2626
517,120,135,27,799
415,668,883,132,2098
580,760,258,644,2242
818,856,932,729,3335
413,700,741,673,2527
723,73,889,501,2186
919,320,851,251,2341
628,259,298,413,1598
767,742,328,249,2086
500,586,118,311,1515
414,476,676,691,2257
286,307,319,976,1888
468,75,626,361,1530
946,251,908,598,2703
38,209,936,186,1369
765,126,192,836,1919
937,325,621,935,2818
312,829,814,122,2077
181,234,888,82,1385
817,619,397,820,2653
425,522,21,959,1927
124,950,738,243,2055
256,519,315,702,1792
432,242,75,960,1709
249,486,104,502,1341
884,98,269,162,1413
855,907,548,329,2639
536,670,517,652,2375
366,334,422,268,1390
929,230,236,39,1434
921,999,489,575,2984
721,184,921,823,2649
771,210,445,486,1912
329,692,763,376,2160
424,50,143,596,1213
436,526,368,69,1399
399,504,319,690,1912
7,964,473,774,2218
177,80,398,96,751
261,97,157,476,991
256,769,191,890,2106
968,181,87,886,2122
846,68,201,724,1839
904,666,29,722,2321
906,830,774,319,2829
250,614,256,699,1819
890,151,791,913,2745
99,96,474,947,1616
967,659,952,525,3103
219,174,119,845,1357
409,491,127,782,1809
698,130,639,367,1834
132,556,879,832,2399
640,128,221,408,1397
196,124,380,94,794
415,161,683,998,2257
210,686,121,73,1090
937,442,461,800,2640
951,729,708,462,2850
87,551,611,388,1637
894,198,630,265,1987
479,20,29,154,682
662,210,896,557,2325
56,907,974,390,2327
615,848,8,931,2402
911,773,912,67,2663
544,572,684,492,2292
786,378,391,250,1805
41,158,634,981,1814
613,942,312,516,2383
836,149,740,45,1770
392,946,132,195,1665
980,926,892,685,3483
325,990,640,475,2430
771,888,409,387,2455
911,426,746,775,2858
650,746,370,294,2060
371,106,56,144,677
11,866,81,605,1563
377,22,551,84,1034
380,50,164,630,1224
630,640,292,196,1758
314,69,376,355,1114
863,594,637,175,2269
394,611,195,913,2113
552,752,419,855,2578
719,942,520,330,2511
412,686,917,141,2156
929,867,448,234,2478
269,787,407,995,2458
604,264,305,431,1604
551,921,812,765,3049
463,642,766,508,2379
896,564,779,253,2492
854,122,438,707,2121
29,565,130,287,1011
646,207,355,115,1323
373,238,228,252,1091
168,935,510,668,2281
903,194,348,213,1658
854,366,287,468,1975
909,712,114,931,2666
257,572,976,630,2435
140,962,984,880,2966
509,848,660,18,2035
89,555,579,810,2033
776,631,358,122,1887
747,738,552,577,2614
292,344,995,311,1942
289,574,45,32,940
871,474,990,75,2410
409,388,219,726,1742
196,837,665,794,2492
224,200,136,151,711
938,18,14,145,1115
366,127,290,314,1097
825,624,528,169,2146
255,135,281,128,799
763,41,856,69,1729
842,539,374,725,2480
255,358,733,771,2117
148,554,65,528,1295
261,823,870,14,1968
640,280,799,758,2477
608,977,936,204,2725
264,240,970,585,2059
170,538,835,285,1828
339,407,97,475,1318
971,647,281,782,2681
80,557,16,311,964
320,665,902,644,2531
31,262,667,738,1698
583,234,67,76,960
571,198,77,874,1720
990,364,158,420,1932
129,451,617,770,1967
603,923,472,846,2844
663,254,137,963,2017
880,129,326,136,1471
449,148,767,998,2362
984,125,94,689,1892
582,889,785,189,2445
465,657,484,529,2135
746,134,831,102,1813
558,886,400,163,2007
49,273,285,30,637
584,254,233,874,1945
129,407,537,644,1717
346,123,970,611,2050
494,765,831,771,2861
884,55,69,688,1696
836,363,88,502,1789
666,87,605,355,1713
591,226,47,544,1408
314,190,816,751,2071
216,103,439,643,1401
448,193,722,78,1441
452,662,542,585,2241
917,601,540,575,2633
202,852,553,863,2470
299,120,323,423,1165
491,548,535,157,1731
132,751,310,229,1422
157,484,834,495,1970
908,382,967,329,2586
228,445,529,586,1788
903,869,615,611,2998
370,566,520,222,1678
737,41,79,299,1156
395,150,375,36,956
841,45,593,2,1481
352,844,265,748,2209
922,560,874,455,2811
333,110,87,388,918
474,44,881,52,1451
697,511,635,356,2199
21,733,730,226,1710
28,681,167,619,1495
292,808,147,412,1659
926,926,526,263,2641
779,656,686,489,2610
604,640,180,908,2332
653,888,804,477,2822
461,16,826,42,1345
70,600,33,878,1581
29,887,122,433,1471
800,559,661,466,2486
62,547,69,314,992
633,405,135,569,1742
816,166,788,980,2750
164,744,118,351,1377
373,857,733,437,2400
60,727,438,485,1710
426,249,742,742,2159
0,1,754,206,961
777,433,716,509,2435
409,6,353,318,1086
328,948,388,774,2438
219,963,696,109,1987
949,596,378,31,1954
173,487,785,998,2443
327,678,113,949,2067
919,352,414,810,2495
136,369,865,913,2283
